,amt,gender,category,is_fraud
1000916,2.38,F,misc_pos,0
160651,86.69,F,grocery_pos,0
39479,71.57,F,grocery_net,0
489530,221.22,F,misc_pos,0
920184,5.85,F,kids_pets,0
780442,25.18,M,grocery_pos,0
471678,281.78,M,shopping_net,0
1155879,130.42,M,grocery_pos,0
931691,42.25,F,gas_transport,0
1174031,88.27,M,shopping_net,0
501608,6.36,M,travel,0
1042998,92.53,F,home,0
290817,47.54,F,gas_transport,0
857719,2.33,M,travel,0
625867,152.06,M,shopping_pos,0
1152560,87.23,M,gas_transport,0
905313,9.98,F,entertainment,0
537432,3.54,F,travel,0
1244073,42.65,F,grocery_net,0
295046,17.22,M,misc_net,0
863101,70.93,M,gas_transport,0
337063,185.12,F,grocery_pos,0
749634,7.23,F,shopping_pos,0
375005,126.82,M,health_fitness,0
296339,17.8,F,health_fitness,0
106748,4.39,F,shopping_net,0
1286321,176.56,F,misc_pos,0
1257251,124.01,M,personal_care,0
1268844,66.89,M,gas_transport,0
783764,118.68,F,entertainment,0
116638,3.71,F,shopping_pos,0
1056845,71.89,F,misc_pos,0
838798,105.85,M,shopping_net,0
1187964,42.41,M,health_fitness,0
44682,37.3,F,home,0
210978,35.55,M,personal_care,0
199655,65.35,F,gas_transport,0
210648,8.81,F,health_fitness,0
722148,9.02,F,shopping_net,0
610756,61.39,M,gas_transport,0
719787,38.02,F,kids_pets,0
163109,4.01,M,misc_pos,0
974374,90.37,M,grocery_pos,0
1255853,112.69,M,grocery_pos,0
1157145,63.98,M,entertainment,0
820004,70.31,M,shopping_net,0
666182,104.92,F,grocery_pos,0
1278565,54.6,F,entertainment,0
138708,424.87,F,misc_net,0
333048,3.47,F,kids_pets,0
1275549,53.62,M,gas_transport,0
53590,27.16,F,entertainment,0
1215475,66.86,M,personal_care,0
959514,49.8,M,kids_pets,0
950596,447.52,F,misc_net,0
665258,9.67,F,shopping_pos,0
1289583,9.57,F,shopping_pos,0
379898,10.86,F,health_fitness,0
542746,5.21,F,shopping_net,0
303937,8.32,F,food_dining,0
723490,41.87,M,food_dining,0
418056,59.48,F,kids_pets,0
448413,38.75,F,food_dining,0
933076,2.82,F,kids_pets,0
722838,48.27,M,home,0
1152805,4.72,F,shopping_net,0
1069641,109.08,F,gas_transport,0
1057020,46.57,F,gas_transport,0
779921,6.63,F,shopping_pos,0
15270,12.74,F,personal_care,0
175560,68.96,M,misc_net,0
590784,268.57,F,misc_pos,0
52678,91.82,M,shopping_net,0
602230,9.77,M,shopping_net,0
1086553,58.65,M,health_fitness,0
1155919,76.04,F,grocery_pos,0
592711,215.82,M,travel,0
1057743,2.14,M,shopping_net,0
858139,1.86,F,shopping_net,0
1244706,56.11,F,entertainment,0
1136541,53.85,M,health_fitness,0
1022108,16.29,F,grocery_net,0
323933,8.27,F,misc_pos,0
239280,132.07,F,kids_pets,0
565419,87.06,F,health_fitness,0
819110,1.93,F,misc_pos,0
150781,3.41,M,travel,0
105943,59.44,M,entertainment,0
219796,17.64,F,shopping_pos,0
677509,76.38,M,personal_care,0
1015850,51.35,F,shopping_net,0
126380,206.26,F,grocery_pos,0
297325,138.54,M,home,0
941370,131.83,M,grocery_pos,0
1072390,143.15,F,home,0
995582,1.23,M,misc_pos,0
1204299,6.11,M,misc_pos,0
787603,880.95,F,shopping_pos,0
412682,56.11,M,shopping_net,0
27245,1.52,F,health_fitness,0
38826,40.08,F,health_fitness,0
1059338,608.67,F,shopping_pos,0
660702,45.94,M,grocery_net,0
121239,23.17,F,personal_care,0
352344,63.43,M,food_dining,0
342676,47.33,M,kids_pets,0
47153,104.61,M,home,0
248296,64.16,F,entertainment,0
63659,130.05,M,shopping_pos,0
527840,56.77,F,personal_care,0
1274830,76.35,M,health_fitness,0
30135,2.1,F,shopping_pos,0
377724,91.11,M,grocery_pos,0
705699,71.81,F,gas_transport,0
580113,79.47,M,health_fitness,0
468882,2.5,F,entertainment,0
75603,2.13,M,misc_net,0
337718,126.3,M,shopping_pos,0
1022322,53.34,M,misc_pos,0
189688,50.51,M,misc_net,0
888822,26.16,F,kids_pets,0
997712,41.55,M,home,0
969030,2.05,F,personal_care,0
343455,46.01,M,health_fitness,0
304280,2.55,F,kids_pets,0
412382,5.5,M,shopping_pos,0
1060009,115.26,M,gas_transport,0
518947,31.57,F,misc_net,0
1220932,34.08,M,kids_pets,0
698492,99.68,M,kids_pets,0
732191,32.81,F,grocery_net,0
405490,18.32,F,home,0
1155047,394.53,F,misc_pos,0
1127869,65.52,M,gas_transport,0
1094973,110.29,M,shopping_net,0
948429,19.85,M,home,0
141329,100.48,F,entertainment,0
853434,56.32,M,grocery_net,0
1244440,68.17,F,gas_transport,0
533676,4.95,F,shopping_pos,0
933415,49.85,F,gas_transport,0
457676,39.11,F,health_fitness,0
76415,43.25,M,food_dining,0
494239,8.3,M,personal_care,0
938200,85.04,F,gas_transport,0
734563,228.41,F,grocery_pos,0
1021862,5.64,M,shopping_net,0
318317,23.78,M,grocery_net,0
944899,106.23,M,personal_care,0
402905,90.6,F,home,0
466803,56.63,M,gas_transport,0
312618,15.7,M,personal_care,0
431766,17.7,F,food_dining,0
457603,17.84,F,health_fitness,0
934817,199.94,F,health_fitness,0
523824,60.53,F,home,0
1118181,65.59,F,shopping_pos,0
1022569,1.26,F,shopping_net,0
930556,74.27,F,kids_pets,0
771659,50.11,F,gas_transport,0
595949,9.41,F,personal_care,0
1276952,25.6,F,kids_pets,0
169261,21.56,F,home,0
638823,7.77,M,shopping_net,0
1115746,37.62,M,shopping_net,0
978526,151.23,F,health_fitness,0
1045925,9.54,F,health_fitness,0
864554,9.71,F,travel,0
762143,1.77,F,misc_pos,0
451545,7.88,M,shopping_net,0
1095927,69.07,M,entertainment,0
1295432,31.63,M,misc_pos,0
1177765,4.5,F,shopping_net,0
955557,49.62,M,gas_transport,0
526575,92.51,M,misc_net,0
583951,6.55,F,personal_care,0
1043918,54.1,F,grocery_net,0
565276,44.53,F,personal_care,0
834717,107.47,F,grocery_pos,0
1123524,72.33,M,grocery_pos,0
239779,1.24,M,shopping_net,0
56765,9.92,M,travel,0
674063,1.51,F,misc_pos,0
451080,20.0,F,food_dining,0
145245,177.84,F,grocery_pos,0
843985,237.32,F,health_fitness,0
849406,289.28,M,shopping_pos,0
332831,2.62,F,shopping_net,0
103800,8.14,F,shopping_net,0
996176,10.17,M,personal_care,0
546081,194.08,M,entertainment,0
1122270,20.02,M,kids_pets,0
908779,49.75,F,food_dining,0
371666,80.93,F,gas_transport,0
937328,51.33,F,gas_transport,0
737974,2.37,M,shopping_pos,0
499082,115.03,M,grocery_pos,0
551944,41.98,F,gas_transport,0
318201,157.1,F,misc_net,0
1172239,7.84,F,entertainment,0
457451,12.45,M,kids_pets,0
209174,59.89,M,home,0
430099,39.17,F,grocery_net,0
898507,6.06,F,entertainment,0
478158,23.62,M,food_dining,0
530409,24.07,F,kids_pets,0
908159,1.75,M,shopping_net,0
1047624,138.01,F,shopping_net,0
363251,19.52,F,kids_pets,0
323091,45.94,M,personal_care,0
1066719,96.87,M,health_fitness,0
912859,1.3,F,shopping_net,0
267149,36.75,F,health_fitness,0
219349,22.98,F,food_dining,0
236367,81.03,M,home,0
821811,133.23,M,shopping_pos,0
289715,8.78,M,misc_pos,0
1000305,31.25,F,home,0
275084,58.93,M,food_dining,0
591019,236.39,F,grocery_pos,0
132435,2.94,F,shopping_pos,0
419501,83.51,F,entertainment,0
206418,171.84,M,entertainment,0
845482,63.18,M,kids_pets,0
1153138,43.15,F,gas_transport,0
37282,17.28,M,home,0
718169,68.42,M,gas_transport,0
986325,76.09,F,misc_net,0
628213,6.47,M,shopping_net,0
747451,7.28,M,shopping_net,0
977760,52.52,F,gas_transport,0
387755,17.45,M,entertainment,0
20504,32.3,F,health_fitness,0
706836,215.82,F,personal_care,0
660872,55.91,F,gas_transport,0
914166,6.28,M,travel,0
722492,49.45,M,kids_pets,0
966384,16.18,F,kids_pets,0
460273,121.78,F,grocery_pos,0
842806,114.75,F,grocery_pos,0
280550,47.06,M,home,0
112144,9.99,F,food_dining,0
795246,245.55,F,shopping_pos,0
806985,110.67,F,grocery_pos,0
389358,90.72,F,misc_pos,0
1266716,24.3,F,kids_pets,0
297449,96.05,F,home,0
918202,103.59,F,grocery_pos,0
298340,79.14,F,entertainment,0
1412,85.65,M,home,0
129212,72.08,F,grocery_net,0
1083722,1.93,M,shopping_pos,0
987119,11.92,F,home,0
168035,74.79,F,misc_pos,0
1130649,55.09,M,entertainment,0
1257456,342.0,F,shopping_pos,0
221851,37.62,F,gas_transport,0
407331,75.55,M,health_fitness,0
22696,92.9,M,home,0
599425,46.88,M,food_dining,0
500154,15.54,F,entertainment,0
179543,3.01,F,shopping_net,0
1241865,48.33,M,food_dining,0
1235415,51.61,M,personal_care,0
131438,77.16,F,home,0
45334,49.46,F,shopping_pos,0
971613,236.63,F,entertainment,0
1157242,22.93,M,kids_pets,0
313333,31.67,M,personal_care,0
11822,25.86,F,food_dining,0
994026,8.68,F,misc_pos,0
887143,15.58,M,misc_pos,0
1172123,40.7,M,home,0
683136,53.48,M,kids_pets,0
657144,11.36,F,health_fitness,0
1280141,2.32,M,misc_net,0
769617,53.55,F,gas_transport,0
1054660,32.81,F,home,0
1267161,98.06,M,grocery_pos,0
1061932,4.14,F,travel,0
937825,43.37,F,personal_care,0
935685,30.94,F,home,0
1143999,8.89,F,food_dining,0
807729,31.47,F,home,0
1253293,249.17,F,grocery_pos,0
633286,49.54,M,health_fitness,0
605145,80.03,F,entertainment,0
997461,21.47,M,kids_pets,0
387963,116.85,F,entertainment,0
876144,8.27,F,shopping_pos,0
674477,7.43,F,shopping_net,0
550679,9.14,M,shopping_net,0
298257,56.57,M,food_dining,0
647616,10.57,F,personal_care,0
1021473,74.71,M,home,0
948697,78.6,F,misc_net,0
762603,1.12,F,misc_pos,0
796544,86.96,M,grocery_pos,0
428775,4.03,F,food_dining,0
577745,77.75,M,entertainment,0
411484,8.55,M,personal_care,0
550261,3.37,F,health_fitness,0
1280053,41.66,M,grocery_pos,0
594947,106.28,F,grocery_pos,0
343601,143.33,M,personal_care,0
1188924,2.14,F,food_dining,0
849525,32.94,M,health_fitness,0
1014493,76.12,F,health_fitness,0
903769,15.43,F,shopping_net,0
1024431,5.67,M,shopping_pos,0
180883,5.77,F,home,0
130988,101.53,M,grocery_pos,0
606392,10.45,F,home,0
1148247,5.59,F,home,0
797382,5.64,F,misc_net,0
711836,4.88,F,shopping_pos,0
776261,6.84,M,entertainment,0
979130,17.17,F,entertainment,0
1178077,5.3,M,personal_care,0
437490,169.11,M,entertainment,0
368258,86.21,M,home,0
72341,55.63,F,gas_transport,0
782745,30.8,F,food_dining,0
430610,20.89,M,shopping_pos,0
9164,22.9,F,home,0
549803,316.03,F,kids_pets,0
1086425,124.1,F,personal_care,0
745420,45.69,F,grocery_net,0
150513,9.07,F,health_fitness,0
1108164,240.54,F,grocery_pos,0
837653,36.3,F,food_dining,0
351183,51.31,F,gas_transport,0
1262721,16.4,F,kids_pets,0
384268,3.9,F,shopping_pos,0
1245810,78.76,F,misc_pos,0
972227,7.0,M,misc_pos,0
827027,67.75,F,health_fitness,0
908418,57.44,M,home,0
252805,37.93,M,shopping_net,0
1144358,16.36,M,home,0
491909,71.53,F,gas_transport,0
3139,18.18,F,shopping_net,0
1201656,7.77,F,entertainment,0
839421,83.4,M,entertainment,0
405938,291.8,M,misc_net,0
1023113,40.99,F,kids_pets,0
728370,3.29,M,kids_pets,0
392855,84.45,M,gas_transport,0
789092,27.98,F,kids_pets,0
725047,7.73,F,travel,0
455148,32.99,M,misc_pos,0
695339,124.37,M,personal_care,0
324442,19.55,F,personal_care,0
1086798,7.69,F,shopping_net,0
669528,7.55,F,shopping_net,0
448746,1.5,F,shopping_pos,0
849067,6.34,M,misc_pos,0
106878,73.72,M,gas_transport,0
1104399,1487.53,F,shopping_net,0
1258986,71.29,F,grocery_pos,0
323875,8.29,M,entertainment,0
703480,121.87,F,home,0
76556,3.81,F,shopping_pos,0
857193,150.5,M,kids_pets,0
320763,277.59,F,entertainment,0
56212,75.86,M,gas_transport,0
803254,26.9,M,grocery_net,0
295480,103.73,M,grocery_pos,0
406616,64.62,F,home,0
319308,19.08,M,entertainment,0
915194,1.98,M,shopping_pos,0
989606,1.34,M,misc_net,0
992072,10.63,M,misc_pos,0
1198004,5.99,M,health_fitness,0
1132375,61.22,F,home,0
609423,51.46,F,food_dining,0
19785,204.72,F,grocery_pos,0
812662,183.16,F,personal_care,0
141303,6.38,M,travel,0
629415,2.89,M,travel,0
714203,6.33,F,health_fitness,0
279697,66.59,F,health_fitness,0
390228,1.92,M,health_fitness,0
1030978,4.13,M,shopping_net,0
1291308,62.61,M,gas_transport,0
173946,47.63,M,grocery_net,0
828931,66.94,M,food_dining,0
1198699,7.31,F,entertainment,0
482140,76.67,F,entertainment,0
589203,1.8,M,food_dining,0
1022338,64.25,M,gas_transport,0
330847,26.77,M,personal_care,0
718871,6.11,M,shopping_pos,0
766031,23.05,M,shopping_net,0
1021231,72.23,M,grocery_pos,0
793106,40.65,F,entertainment,0
1038741,6.94,F,kids_pets,0
965146,67.2,M,grocery_pos,0
219459,57.86,F,personal_care,0
445,321.15,M,shopping_net,0
122230,36.54,F,kids_pets,0
655924,133.45,F,kids_pets,0
550115,5.0,F,entertainment,0
314773,153.53,M,grocery_pos,0
907271,12.13,F,health_fitness,0
984545,15.39,F,shopping_net,0
229817,10.84,F,personal_care,0
1216342,40.57,M,grocery_pos,0
393420,63.47,M,misc_pos,0
606048,53.88,F,kids_pets,0
939226,30.23,F,food_dining,0
1159807,26.74,F,food_dining,0
350193,74.13,M,entertainment,0
1023253,70.12,M,kids_pets,0
1210652,40.09,M,shopping_pos,0
513327,13.17,M,personal_care,0
539779,89.35,F,grocery_net,0
833355,39.64,F,food_dining,0
631238,142.93,M,health_fitness,0
393230,60.36,M,grocery_pos,0
338834,9.48,F,shopping_net,0
695645,90.15,F,grocery_pos,0
829092,63.6,F,entertainment,0
393579,36.0,F,misc_net,0
156813,68.98,M,home,0
414918,153.06,M,entertainment,0
604435,158.8,M,misc_pos,0
1129681,32.13,M,home,0
614695,112.13,M,grocery_pos,0
925559,11.46,M,kids_pets,0
948619,6.13,F,kids_pets,0
1096708,9.57,F,kids_pets,0
753043,89.08,F,grocery_pos,0
1020004,97.66,M,gas_transport,0
1259462,79.74,F,gas_transport,0
932602,34.4,M,food_dining,0
642881,9.37,F,shopping_pos,0
572024,15.93,F,kids_pets,0
1148285,58.91,F,home,0
316251,4.57,M,home,0
328331,17.74,M,home,0
1210708,119.66,M,grocery_pos,0
977967,117.56,F,kids_pets,0
559329,1.8,M,shopping_pos,0
770783,1.27,F,shopping_pos,0
1137411,2.99,F,misc_pos,0
193407,119.91,F,health_fitness,0
1061666,1.32,F,kids_pets,0
475656,5.51,F,shopping_pos,0
402241,183.0,F,shopping_pos,0
649604,68.1,F,home,0
375228,5.68,F,travel,0
597538,3.88,F,shopping_net,0
125764,15.45,F,food_dining,0
380683,71.81,F,gas_transport,0
5100,15.94,M,entertainment,0
888700,35.94,F,food_dining,0
701528,117.29,F,home,0
1202955,65.14,F,gas_transport,0
1256578,33.57,M,misc_pos,0
300468,70.99,F,misc_net,0
849649,91.44,F,home,0
1171029,184.54,F,grocery_pos,0
929362,67.25,M,gas_transport,0
356267,21.37,M,home,0
1162152,71.15,F,personal_care,0
229714,1.93,M,shopping_net,0
52756,6.46,M,misc_net,0
678359,159.61,F,entertainment,0
195813,55.9,M,gas_transport,0
1081687,11.53,M,food_dining,0
191136,9.03,F,misc_net,0
860952,62.36,F,travel,0
632317,98.01,F,grocery_pos,0
954311,42.95,F,kids_pets,0
1181388,39.56,M,personal_care,0
264839,95.77,F,kids_pets,0
1057109,98.51,M,grocery_pos,0
429610,16.33,M,home,0
50619,50.29,M,gas_transport,0
1055493,89.52,F,gas_transport,0
192895,23.23,M,misc_net,0
164256,81.11,M,shopping_net,0
1237988,12.98,M,entertainment,0
404378,5.35,M,misc_pos,0
689684,1.74,M,misc_pos,0
493641,3.23,M,shopping_net,0
1140506,138.98,M,shopping_pos,0
588192,32.85,M,grocery_pos,0
1119831,10.5,F,health_fitness,0
828837,110.35,M,grocery_pos,0
439582,77.92,M,shopping_net,0
699197,152.94,F,personal_care,0
71146,23.89,F,health_fitness,0
207792,113.94,F,home,0
1014091,5.04,M,shopping_pos,0
1220506,111.57,F,grocery_pos,0
944553,9.15,F,shopping_pos,0
812951,66.71,M,kids_pets,0
412217,150.58,F,home,0
590868,29.26,M,misc_pos,0
349556,65.65,F,gas_transport,0
997557,68.85,M,entertainment,0
608624,1.11,F,misc_pos,0
402092,3.74,F,travel,0
277378,49.58,F,home,0
45263,7.9,F,misc_pos,0
924081,1.04,M,travel,0
56782,31.32,F,kids_pets,0
135948,50.66,F,gas_transport,0
606981,61.77,M,grocery_net,0
880779,42.25,F,home,0
314064,5.77,F,shopping_pos,0
1194283,111.33,F,kids_pets,0
1013259,86.37,M,misc_pos,0
1293517,61.46,F,grocery_pos,0
1273023,105.49,F,home,0
497793,6.44,F,health_fitness,0
849989,12.25,F,misc_pos,0
1126932,5.37,F,misc_pos,0
789182,43.95,M,health_fitness,0
928733,7.69,F,shopping_pos,0
1024566,53.68,M,food_dining,0
3113,5.52,M,shopping_pos,0
902555,26.73,F,personal_care,0
790708,51.83,M,grocery_pos,0
97803,48.21,M,kids_pets,0
1083000,1.43,F,shopping_pos,0
788889,3.49,F,health_fitness,0
961554,57.23,F,food_dining,0
288269,88.83,M,health_fitness,0
433806,19.6,F,health_fitness,0
1049834,12.06,M,misc_pos,0
1088188,190.87,F,shopping_pos,0
778838,136.49,M,shopping_pos,0
92607,12.93,F,kids_pets,0
443276,93.12,M,grocery_pos,0
229665,122.97,F,grocery_pos,0
958961,51.5,M,entertainment,0
274928,40.44,M,grocery_net,0
1164912,62.57,M,gas_transport,0
973125,59.72,F,gas_transport,0
1207380,77.46,F,kids_pets,0
1277095,16.03,M,health_fitness,0
557904,8.08,M,misc_pos,0
469216,38.84,M,grocery_pos,0
605101,1.03,M,health_fitness,0
1167839,62.7,F,kids_pets,0
1122778,73.25,M,personal_care,0
30858,1.32,F,shopping_net,0
708879,97.49,M,gas_transport,0
743128,58.49,M,gas_transport,0
390054,72.67,M,kids_pets,0
1022833,21.09,F,health_fitness,0
259440,68.24,F,grocery_net,0
297021,20.66,F,shopping_pos,0
747535,96.19,F,gas_transport,0
969010,30.64,F,entertainment,0
439246,66.39,F,food_dining,0
669414,76.99,F,kids_pets,0
805197,94.9,M,personal_care,0
892488,2.93,F,personal_care,0
618089,148.62,M,shopping_pos,0
685629,207.92,F,home,0
559160,16.24,F,food_dining,0
831437,37.63,F,grocery_net,0
260447,85.03,M,home,0
392206,55.79,M,kids_pets,0
961817,4.77,F,misc_pos,0
852066,2.43,F,travel,0
38567,46.34,M,gas_transport,0
392062,5.46,F,shopping_pos,0
957074,7.86,F,travel,0
331852,48.64,M,grocery_net,0
409808,959.37,F,shopping_pos,0
1122268,39.86,M,personal_care,0
101793,54.48,M,kids_pets,0
427314,6.61,F,shopping_pos,0
341467,132.02,F,entertainment,0
942673,180.01,M,health_fitness,0
963049,31.62,M,kids_pets,0
539228,4.81,M,shopping_pos,0
344314,74.88,M,health_fitness,0
1113860,6.14,F,shopping_net,0
510353,8.47,M,shopping_pos,0
539454,83.01,M,grocery_pos,0
395562,8.72,F,personal_care,0
779170,85.14,M,grocery_pos,0
506943,66.68,M,misc_pos,0
1225592,53.54,M,kids_pets,0
479182,76.9,M,gas_transport,0
458203,178.19,F,food_dining,0
786421,74.82,M,home,0
1281591,3.53,F,travel,0
218508,70.7,M,grocery_pos,0
607514,80.23,M,grocery_pos,0
131528,18.49,F,home,0
389993,9.18,M,personal_care,0
948047,68.16,F,gas_transport,0
1098508,149.44,M,home,0
1218720,34.45,F,entertainment,0
288140,46.87,F,home,0
1192667,104.63,M,personal_care,0
416376,71.41,F,grocery_net,0
164384,39.38,M,grocery_pos,0
471458,57.87,F,gas_transport,0
1215655,15.57,F,personal_care,0
1222858,71.66,M,health_fitness,0
41814,121.31,M,entertainment,0
470490,16.85,F,health_fitness,0
762420,1.18,M,shopping_net,0
286724,49.48,M,kids_pets,0
747566,57.24,M,grocery_pos,0
804753,6.52,F,shopping_net,0
709160,21.5,F,home,0
322732,93.8,M,grocery_pos,0
176204,8.64,F,shopping_pos,0
425222,257.55,F,shopping_net,0
338123,308.02,M,misc_net,0
510482,27.06,F,kids_pets,0
626630,173.88,M,grocery_pos,0
358316,6.98,F,shopping_pos,0
790206,46.79,M,grocery_pos,0
421361,11.98,M,food_dining,0
1097650,6.8,F,personal_care,0
599597,32.57,M,kids_pets,0
1034232,51.06,F,gas_transport,0
290687,214.36,F,grocery_pos,0
710341,84.52,M,shopping_net,0
512466,1.91,M,entertainment,0
156682,2.62,M,shopping_net,0
796679,19.13,M,grocery_net,0
392646,10.28,F,kids_pets,0
1052798,23.59,F,personal_care,0
530463,6.67,M,travel,0
1215506,65.44,F,health_fitness,0
672162,9.75,M,shopping_pos,0
570448,2213.93,M,shopping_pos,0
416001,55.2,M,grocery_net,0
427156,58.09,F,shopping_pos,0
588636,36.62,F,gas_transport,0
1157411,81.47,F,home,0
392011,23.52,F,shopping_net,0
759424,137.68,F,grocery_pos,0
1090618,82.1,M,personal_care,0
1094341,124.98,M,misc_pos,0
1176540,85.33,F,personal_care,0
892197,446.06,M,travel,0
412455,114.17,F,grocery_pos,0
622909,64.3,M,grocery_pos,0
455418,40.63,M,grocery_net,0
1063288,60.66,M,gas_transport,0
132204,52.13,F,gas_transport,0
924603,36.03,M,kids_pets,0
79569,190.67,F,grocery_pos,0
832797,28.29,M,kids_pets,0
256200,74.86,M,health_fitness,0
1063582,596.31,F,misc_pos,0
266640,50.46,M,food_dining,0
945909,38.63,M,gas_transport,0
1120834,96.65,F,entertainment,0
97195,75.33,M,entertainment,0
402062,6.21,F,entertainment,0
870882,1.98,F,entertainment,0
265907,88.0,F,grocery_pos,0
262946,96.64,M,grocery_pos,0
251589,7.21,M,kids_pets,0
1095045,8.72,M,misc_pos,0
1235179,5.72,F,shopping_pos,0
666773,40.05,M,kids_pets,0
793587,7.08,F,health_fitness,0
164586,5.04,F,travel,0
247385,82.68,M,gas_transport,0
858473,5.64,M,health_fitness,0
198766,202.25,M,health_fitness,0
729952,6.25,M,shopping_pos,0
234511,2.12,M,misc_pos,0
1148366,49.48,F,kids_pets,0
1104487,4.52,F,shopping_net,0
625062,221.15,M,kids_pets,0
1067661,43.55,M,misc_pos,0
147672,7.54,F,home,0
717931,68.75,F,gas_transport,0
118613,66.96,F,grocery_net,0
1243264,100.55,F,grocery_pos,0
390166,4.08,F,food_dining,0
332777,42.97,F,entertainment,0
798668,179.79,F,home,0
950166,73.48,M,home,0
78285,7.66,F,misc_net,0
1024351,3.3,F,home,0
807272,53.98,M,gas_transport,0
188084,3.38,M,shopping_net,0
783410,879.53,F,shopping_pos,0
424458,140.67,F,home,0
483598,5.34,F,travel,0
48270,85.6,M,grocery_pos,0
1294338,2.12,F,health_fitness,0
335871,298.84,M,misc_pos,0
339119,16.82,F,home,0
938232,65.06,F,grocery_pos,0
904828,51.47,F,grocery_net,0
941200,79.73,F,grocery_net,0
1043071,183.94,F,personal_care,0
521847,39.85,F,kids_pets,0
172110,102.86,M,food_dining,0
778210,18.79,F,shopping_pos,0
545208,64.65,F,entertainment,0
484501,19.77,F,entertainment,0
862627,148.89,M,grocery_pos,0
821075,63.51,M,health_fitness,0
411219,25.09,F,health_fitness,0
1000477,76.18,M,health_fitness,0
169470,192.79,F,home,0
880582,93.71,F,grocery_pos,0
388336,39.35,F,grocery_net,0
799957,71.85,F,gas_transport,0
904337,2.02,F,misc_net,0
295154,151.75,F,grocery_pos,0
300911,1.1,F,food_dining,0
614211,187.38,M,kids_pets,0
768680,7.86,F,misc_pos,0
180552,56.18,M,food_dining,0
1219170,206.79,M,misc_net,0
364869,371.45,M,shopping_pos,0
768952,62.81,F,grocery_pos,0
176430,118.16,M,grocery_pos,0
1252555,168.85,F,home,0
456356,75.48,M,gas_transport,0
613964,42.69,M,home,0
570659,70.66,F,gas_transport,0
442519,423.35,M,misc_pos,0
75608,36.32,M,misc_pos,0
77274,69.71,M,food_dining,0
683946,5.38,M,shopping_pos,0
120851,3.59,F,misc_net,0
106504,43.31,M,kids_pets,0
79776,79.18,M,gas_transport,0
921608,873.77,F,shopping_pos,0
